for;na;230;16;16;200;32;32;170;64;64
for;nv;230;16;16;200;32;32;170;64;64
for;fp;230;16;16;200;32;32;170;64;64
for;mpf;230;16;16;200;32;32;170;64;64
for;mpc;230;16;16;200;32;32;170;64;64
for;to;230;16;16;200;32;32;170;64;64
btp;fp;16;230;16;32;200;32;64;170;64
btp;as;16;230;16;32;200;32;64;170;64
ddb;fp;16;16;230;32;32;200;64;64;170
contatos;pa;200;200;200;200;200;200;200;200;200
tempo;tp;127;127;127;127;127;127;127;127;127
